processo,contratante,contratado,objeto,vigencia,valor_total,data_assinatura
23034.026027/2023-35,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,08.652.668/0001-25 - EDELBRA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 616.150,95",15/12/2025
23034.031482/2023-52,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.395.594/0001-90 - FRIDA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 245.643,75",15/12/2025
23034.031141/2023-87,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.680.497/0001-49 - IGREJINHA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 423.529,79",15/12/2025
23034.031568/2023-85,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,04.604.233/0001-54 - VAN BLAD COMUNICACAO E ENTRETENIMENTO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",18/12/2025 a 13/12/2026,"R$ 219.770,00",18/12/2025
23034.031346/2023-62,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,33.038.696/0001-02 - EDITORA JOSE OLYMPIO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 1.221.232,91",15/12/2025
23034.025806/2023-13,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.200.076/0001-73 - ANA CLARA REIS GUILHON EIRELI,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",18/12/2025 a 13/12/2026,"R$ 546.693,02",18/12/2025
23034.031523/2023-19,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,44.782.727/0001-43 - PHD EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",18/12/2025 a 13/12/2026,"R$ 221.239,13",18/12/2025
23034.031223/2023-21,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,05.004.417/0001-46 - SALAMANDRA EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",18/12/2025 a 13/12/2026,"R$ 827.776,21",18/12/2025
23034.031455/2023-80,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,12.659.198/0001-07 - EDITORA VERMELHO MARINHO USINA DE LETRAS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",22/12/2025 a 17/12/2026,"R$ 178.416,58",21/12/2025
23034.031471/2023-72,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,03.638.463/0001-71 - ESCALA EMPRESA DE COMUNICACAO INTEGRADA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 202.960,27",15/12/2025
23034.027404/2023-53,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,15.917.097/0001-79 - DIAS DOS SANTOS PARTICIPACOES LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 446.073,29",15/12/2025
23034.037181/2023-32,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,42.444.703/0001-59 - EDITORA ROCCO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 555.968,71",15/12/2025
23034.031118/2023-92,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,32.455.455/0001-98 - GODOYS SERVICOS E COMERCIO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",22/12/2025 a 17/12/2026,"R$ 653.984,93",21/12/2025
23034.031437/2023-06,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,28.434.354/0001-63 - EDITORA SALTO GRANDE LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 423.614,79",15/12/2025
23034.031192/2023-17,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,06.285.370/0001-07 - GRAFICA OCEANO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 465.709,70",15/12/2025
23034.031345/2023-18,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.414.277/0001-73 - EDITORA IRIS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 416.626,90",15/12/2025
23034.029446/2023-29,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,15.694.114/0001-56 - EDITORA RODOPIO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 826.840,89",15/12/2025
23034.031225/2023-11,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,27.182.725/0001-02 - SANDRA MENDONCA DE ALENCAR,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",18/12/2025 a 13/12/2026,"R$ 465.236,76",18/12/2025
23034.031111/2023-71,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,33.641.663/0036-74 - FUNDACAO GETULIO VARGAS,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",22/12/2025 a 17/12/2026,"R$ 584.420,54",21/12/2025
23034.037170/2023-52,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,24.363.832/0001-30 - EDITORA PIU LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 612.222,42",15/12/2025
23034.026028/2023-80,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,87.639.761/0001-76 - EDELBRA INDUSTRIA DE LIVROS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 460.279,01",15/12/2025
23034.031505/2023-29,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,41.052.508/0001-10 - MAR DAS CONCHAS EDITORA E COMERCIO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 252.214,41",15/12/2025
23034.031119/2023-37,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,89.840.797/0001-49 - GRAFICA E EDITORA COMUNICACAO IMPRESSA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 430.230,72",15/12/2025
23034.031290/2023-46,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,24.980.572/0001-42 - A A MENEGHETTI SOLUCOES EM ENGENHARIA -,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",18/12/2025 a 13/12/2026,"R$ 277.142,96",18/12/2025
23034.037242/2023-61,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,14.441.880/0001-46 - EDITORA VOO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",22/12/2025 a 17/12/2026,"R$ 783.930,08",21/12/2025
23034.025118/2023-53,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,28.691.971/0001-44 - AV. EDICOES E SERVICOS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 628.539,44",15/12/2025
23034.031109/2023-00,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,06.346.566/0001-56 - FRASE E EFEITO ESTUDIO EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 526.133,97",15/12/2025
23034.025116/2023-64,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,76.659.820/0009-09 - ASSOCIACAO PARANAENSE DE CULTURA - APC,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",15/12/2025 a 10/12/2026,"R$ 827.753,17",15/12/2025
